minutes_remaining,period,playoffs,shot_distance,lat_quadra,lon_quadra,shot_made_flag
8,1,False,8,-0.030000000000001137,0.08400000000000318,1.0
7,4,False,9,-0.09499999999999886,-0.001999999999995339,1.0
2,2,True,0,0.0,0.0,1.0
7,1,False,13,0.0,-0.1319999999999908,0.0
4,2,False,18,-0.1559999999999988,0.09700000000000841,0.0
3,5,True,16,-0.1559999999999988,0.06199999999999761,1.0
7,3,False,17,-0.0799999999999983,0.15400000000001057,0.0
1,2,False,18,-0.02599999999999625,0.18000000000000682,0.0
11,4,False,7,-0.06300000000000239,0.03700000000000614,1.0
0,1,False,20,-0.19200000000000017,0.06199999999999761,0.0
1,2,False,0,0.0,0.0,0.0
1,4,False,22,-0.17799999999999727,0.14100000000000534,0.0
2,3,False,0,0.0,0.0,1.0
5,2,False,12,-0.054999999999999716,-0.11699999999999022,0.0
8,3,True,6,-0.0020000000000024443,0.06799999999999784,1.0
11,2,False,8,-0.021000000000000796,0.08299999999999841,0.0
11,3,False,16,-0.030000000000001137,0.16500000000000625,0.0
7,2,False,1,-0.0020000000000024443,-0.015999999999991132,0.0
7,3,True,0,0.0,0.0,0.0
3,1,True,0,0.0,0.0,1.0
11,1,False,16,0.0,0.16100000000000136,0.0
8,4,False,0,0.0,0.0,0.0
3,2,False,0,0.0,0.0,1.0
10,2,False,0,0.0,0.0,1.0
7,2,False,6,-0.06799999999999784,-0.001999999999995339,0.0
8,4,False,0,0.005000000000002558,0.0030000000000001137,0.0
11,4,False,6,-0.017000000000003013,-0.06099999999999284,1.0
3,3,False,0,0.0,0.0,0.0
1,4,False,17,-0.11200000000000188,0.13300000000000978,0.0
10,4,False,19,-0.18599999999999994,0.055999999999997385,1.0
5,3,False,10,-0.011000000000002785,0.10300000000000864,1.0
0,3,True,8,-0.04099999999999682,-0.07200000000000273,0.0
5,1,False,13,-0.006999999999997897,0.1360000000000099,1.0
2,2,False,6,-0.0660000000000025,-0.0030000000000001137,1.0
3,4,False,3,-0.017000000000003013,-0.02599999999999625,0.0
9,4,False,14,-0.06099999999999994,0.12700000000000955,0.0
4,3,True,0,0.0,0.0,0.0
6,4,False,18,-0.030000000000001137,-0.17900000000000205,0.0
4,2,True,0,0.0,0.0,0.0
7,4,False,0,0.0,0.0,0.0
5,1,False,18,-0.18599999999999994,-0.03699999999999193,0.0
3,4,False,12,-0.05299999999999727,-0.11499999999999488,1.0
6,3,False,0,0.0,0.0,0.0
7,1,True,17,-0.1559999999999988,-0.08899999999999864,0.0
2,1,False,8,-0.0030000000000001137,0.08899999999999864,0.0
0,5,False,7,-0.02300000000000324,0.06799999999999784,1.0
3,3,False,14,-0.13700000000000045,0.055999999999997385,0.0
5,1,False,19,-0.134999999999998,0.14400000000000546,0.0
5,2,False,0,0.0,0.0,0.0
8,1,False,17,-0.06400000000000006,0.16599999999999682,0.0
0,3,True,15,-0.1559999999999988,0.010000000000005116,1.0
1,3,False,13,0.011000000000002785,0.13800000000000523,0.0
4,3,False,19,-0.008000000000002672,0.19400000000000261,1.0
3,2,False,5,-0.04099999999999682,-0.031999999999996476,0.0
7,1,False,17,-0.134999999999998,-0.11099999999999,0.0
5,4,False,12,0.011000000000002785,0.12300000000000466,0.0
8,1,False,16,-0.05799999999999983,0.15400000000001057,1.0
0,4,False,0,0.0,0.0,1.0
7,3,False,7,-0.0020000000000024443,-0.07800000000000296,0.0
7,3,False,8,-0.05299999999999727,-0.07099999999999795,0.0
5,4,True,13,-0.11399999999999721,0.07699999999999818,0.0
8,4,False,1,-0.015999999999998238,-0.007999999999995566,1.0
6,2,True,5,-0.012999999999998124,0.05200000000000671,0.0
6,2,False,9,-0.020000000000003126,-0.09399999999999409,0.0
7,3,True,10,-0.10199999999999676,0.0,0.0
9,3,False,17,-0.1769999999999996,-0.024999999999991473,0.0
1,3,False,20,-0.17099999999999937,-0.10899999999999466,1.0
7,3,False,0,-0.0030000000000001137,0.0040000000000048885,1.0
0,3,False,10,-0.003999999999997783,0.10000000000000853,1.0
9,3,False,20,-0.15800000000000125,0.1290000000000049,0.0
6,2,False,0,0.0,0.0,1.0
3,2,False,19,-0.125,0.14400000000000546,0.0
2,1,False,12,-0.11599999999999966,-0.05100000000000193,0.0
4,4,False,18,-0.17799999999999727,0.03900000000000148,0.0
5,3,False,13,0.035000000000003695,0.13500000000000512,1.0
2,3,False,10,-0.036000000000001364,0.09700000000000841,1.0
7,1,False,8,-0.011000000000002785,-0.08400000000000318,0.0
2,2,False,1,-0.005000000000002558,-0.015000000000000568,0.0
5,3,False,0,-0.006000000000000227,0.0,1.0
4,3,False,21,-0.21099999999999852,0.028000000000005798,1.0
11,4,False,0,0.0,0.0,0.0
1,4,False,17,-0.1490000000000009,-0.09099999999999397,0.0
11,2,False,6,-0.06700000000000017,0.012000000000000455,0.0
3,3,False,9,-0.018000000000000682,0.09799999999999898,1.0
3,2,False,9,-0.04999999999999716,0.0799999999999983,1.0
4,4,False,0,0.0,0.0,0.0
10,1,False,14,-0.10099999999999909,0.10000000000000853,1.0
0,4,False,18,-0.1839999999999975,0.0010000000000047748,0.0
1,4,False,15,0.005000000000002558,0.1570000000000107,1.0
8,4,False,11,-0.04800000000000182,0.10300000000000864,0.0
3,3,False,7,-0.01899999999999835,-0.07099999999999795,0.0
2,4,False,18,-0.045999999999999375,0.17600000000000193,0.0
3,1,False,4,-0.04399999999999693,0.017000000000010118,0.0
9,1,False,0,0.0,0.0,0.0
7,4,False,19,-0.021999999999998465,0.18999999999999773,0.0
8,2,True,14,-0.05700000000000216,0.13400000000000034,1.0
6,2,False,19,-0.09599999999999653,0.17300000000000182,0.0
8,3,True,8,-0.07099999999999795,-0.0379999999999967,1.0
0,2,False,19,0.006000000000000227,0.19899999999999807,1.0
1,4,False,0,0.0,0.0,0.0
11,2,False,21,-0.12199999999999989,0.17100000000000648,0.0
0,2,False,0,0.0,0.0,1.0
1,3,False,0,0.0,0.0,0.0
3,2,False,1,-0.017000000000003013,0.0010000000000047748,0.0
3,2,False,7,-0.0660000000000025,-0.02599999999999625,1.0
2,4,False,2,-0.02300000000000324,0.015000000000000568,0.0
4,3,False,16,-0.15399999999999636,0.054000000000002046,1.0
1,4,False,0,0.0,0.0,1.0
10,1,True,13,-0.07000000000000028,-0.11699999999999022,0.0
1,1,False,20,-0.1559999999999988,0.12600000000000477,0.0
4,1,True,3,-0.030999999999998806,0.02400000000000091,0.0
1,1,False,15,-0.15699999999999648,0.009000000000000341,0.0
6,1,False,7,-0.02599999999999625,0.06700000000000728,1.0
7,2,True,22,-0.142000000000003,-0.17099999999999227,1.0
6,3,False,2,-0.01899999999999835,0.018000000000000682,0.0
4,1,False,6,-0.06099999999999994,0.012000000000000455,1.0
3,1,True,20,-0.16799999999999926,0.125,0.0
7,2,False,11,-0.10000000000000142,0.060000000000002274,1.0
8,1,True,9,-0.09899999999999665,0.0030000000000001137,1.0
2,3,False,16,-0.15500000000000114,-0.0589999999999975,0.0
11,4,False,17,-0.1629999999999967,0.05100000000000193,0.0
11,1,False,2,-0.006000000000000227,0.021000000000000796,1.0
3,5,False,21,-0.17499999999999716,-0.125,1.0
2,1,False,2,-0.00999999999999801,-0.018000000000000682,1.0
6,3,False,17,-0.1629999999999967,0.05700000000000216,1.0
6,3,False,20,-0.13000000000000256,0.15900000000000603,0.0
7,4,False,18,-0.1180000000000021,-0.14499999999999602,0.0
8,1,False,1,-0.018000000000000682,-0.001999999999995339,1.0
3,4,True,22,-0.14800000000000324,0.1740000000000066,0.0
2,4,False,13,-0.07800000000000296,0.11299999999999955,0.0
3,3,True,0,0.0,0.0,1.0
5,3,False,12,-0.02300000000000324,0.12100000000000932,0.0
2,2,False,15,0.0020000000000024443,0.1530000000000058,0.0
4,4,False,12,-0.11200000000000188,-0.04800000000000182,0.0
9,3,False,0,0.0,0.0,1.0
1,4,False,17,-0.1739999999999995,-0.001999999999995339,0.0
8,4,False,16,-0.10600000000000165,-0.12699999999999534,1.0
6,3,False,11,-0.0870000000000033,-0.07699999999999818,1.0
6,1,False,23,-0.23499999999999943,-0.018000000000000682,1.0
9,3,True,0,0.0,0.0,1.0
7,3,True,1,-0.006999999999997897,-0.009999999999990905,1.0
0,1,False,17,-0.13700000000000045,-0.10499999999998977,0.0
11,1,False,22,-0.22800000000000153,-0.009999999999990905,1.0
8,1,False,7,-0.06099999999999994,0.04800000000000182,1.0
5,4,False,20,-0.16899999999999693,0.10699999999999932,0.0
11,4,False,6,-0.06700000000000017,-0.013999999999995794,0.0
1,3,False,19,-0.18299999999999983,-0.060000000000002274,0.0
9,1,False,17,-0.14300000000000068,0.10000000000000853,0.0
2,4,False,14,-0.021000000000000796,-0.14499999999999602,0.0
2,2,False,15,-0.008000000000002672,-0.15399999999999636,0.0
2,2,False,8,-0.07000000000000028,0.05100000000000193,1.0
2,2,True,0,0.0,0.0,0.0
3,3,False,22,-0.09499999999999886,-0.19899999999999807,1.0
4,4,False,13,-0.13799999999999812,0.01300000000000523,1.0
7,3,False,2,-0.003999999999997783,0.02600000000001046,0.0
2,1,False,19,-0.14300000000000068,-0.12999999999999545,1.0
10,3,False,2,-0.02300000000000324,0.006000000000000227,1.0
5,1,False,0,0.0,0.0,0.0
4,2,False,12,-0.09299999999999642,-0.08599999999999852,0.0
0,2,False,0,0.0,0.0,0.0
7,4,True,17,0.015000000000000568,0.17799999999999727,1.0
3,3,False,0,-0.0030000000000001137,-0.007999999999995566,0.0
2,1,False,0,0.0,0.0,0.0
2,1,False,20,-0.14999999999999858,-0.1460000000000008,1.0
4,3,False,22,-0.19200000000000017,0.11700000000000443,0.0
3,1,False,19,-0.1559999999999988,-0.11099999999999,1.0
4,3,False,0,0.0,0.0,1.0
8,3,False,7,0.0,0.07699999999999818,1.0
10,1,True,2,-0.021999999999998465,-0.0049999999999954525,1.0
6,2,True,0,0.0,0.0,1.0
4,4,True,19,-0.1180000000000021,-0.16100000000000136,0.0
11,4,False,0,0.0,0.0,1.0
11,3,True,0,0.0,0.0,0.0
10,4,False,15,-0.134999999999998,-0.06699999999999307,0.0
9,4,False,20,-0.14300000000000068,-0.14699999999999136,1.0
4,4,True,16,-0.020000000000003126,0.16599999999999682,1.0
9,2,False,0,0.0,0.0,1.0
9,2,False,13,0.027000000000001023,-0.13400000000000034,0.0
6,3,False,18,-0.16199999999999903,-0.09799999999999898,0.0
2,2,False,16,-0.09299999999999642,-0.13799999999999102,1.0
8,1,False,2,-0.009000000000000341,0.020000000000010232,0.0
5,3,False,6,-0.011000000000002785,-0.0589999999999975,0.0
7,1,False,0,0.0,0.0,0.0
9,2,False,15,-0.15800000000000125,0.005000000000009663,1.0
2,4,False,22,-0.18599999999999994,0.11899999999999977,1.0
7,1,True,0,0.0,0.0,1.0
4,1,False,21,-0.2010000000000005,-0.08499999999999375,1.0
4,1,False,20,-0.1559999999999988,0.13100000000000023,1.0
2,3,False,0,-0.003999999999997783,-0.003999999999990678,0.0
6,3,False,0,0.0,0.0,0.0
0,3,False,19,-0.18599999999999994,0.06700000000000728,0.0
6,1,False,1,0.0,-0.015000000000000568,1.0
8,2,False,8,-0.08200000000000074,0.01100000000000989,0.0
1,3,False,11,-0.018000000000000682,-0.10899999999999466,0.0
0,2,False,0,0.0,0.0,0.0
3,4,False,19,-0.15399999999999636,0.11700000000000443,0.0
9,1,False,19,-0.08100000000000307,-0.18099999999999739,1.0
1,1,False,17,0.02400000000000091,0.1700000000000017,1.0
4,4,False,22,-0.18599999999999994,0.125,1.0
6,2,False,18,-0.09499999999999886,-0.15800000000000125,0.0
10,4,False,0,0.0,0.0,0.0
7,3,False,2,-0.0030000000000001137,-0.02199999999999136,0.0
10,1,False,10,0.0030000000000001137,-0.10499999999998977,0.0
3,4,False,9,-0.0030000000000001137,0.09300000000000352,0.0
8,4,False,17,-0.1460000000000008,-0.10299999999999443,0.0
8,4,True,4,-0.030999999999998806,-0.028999999999996362,1.0
5,1,False,8,-0.055999999999997385,0.06499999999999773,0.0
8,3,False,16,-0.1319999999999979,0.09199999999999875,0.0
10,4,False,3,-0.0379999999999967,0.005000000000009663,0.0
8,3,False,13,-0.06099999999999994,0.12400000000000944,1.0
1,2,False,0,0.0,0.0,1.0
8,3,False,1,0.0,-0.015000000000000568,0.0
11,1,False,0,0.0,0.0,1.0
2,3,False,12,-0.07200000000000273,-0.10599999999999454,1.0
3,2,False,10,-0.09899999999999665,-0.02599999999999625,0.0
9,2,False,17,-0.13799999999999812,-0.10799999999998988,1.0
7,3,False,19,-0.1739999999999995,-0.08400000000000318,0.0
6,4,False,19,-0.18599999999999994,-0.05100000000000193,1.0
10,3,False,0,0.0,0.0,1.0
7,1,True,16,-0.07399999999999807,0.14300000000000068,0.0
8,1,False,14,-0.03300000000000125,-0.13799999999999102,1.0
2,4,False,10,-0.0009999999999976694,-0.10599999999999454,0.0
5,3,False,14,-0.055999999999997385,-0.13299999999999557,1.0
0,1,True,0,0.0,0.0,0.0
4,1,False,19,-0.11200000000000188,0.15400000000001057,0.0
9,1,False,11,-0.08400000000000318,0.07500000000000284,1.0
7,1,False,10,0.0020000000000024443,-0.10499999999998977,1.0
8,2,False,0,0.0,0.0,0.0
7,1,False,17,-0.16499999999999915,-0.06499999999999773,1.0
8,1,False,23,-0.08200000000000074,-0.21699999999999875,0.0
11,2,False,19,-0.1629999999999967,0.1150000000000091,0.0
1,5,False,18,-0.1529999999999987,-0.10699999999999932,1.0
5,3,False,17,0.011000000000002785,0.17199999999999704,1.0
5,1,False,22,-0.20400000000000063,-0.09899999999998954,0.0
2,6,False,0,0.0,0.0,1.0
2,2,False,19,-0.1839999999999975,0.06199999999999761,0.0
2,3,False,13,-0.1319999999999979,-0.009999999999990905,1.0
7,1,False,0,0.0,0.0,1.0
8,4,False,18,-0.17099999999999937,-0.07099999999999795,0.0
10,4,True,0,0.0,0.0,1.0
7,1,False,7,-0.02599999999999625,0.07200000000000273,1.0
9,3,False,21,-0.18299999999999983,-0.10499999999998977,1.0
8,1,False,7,-0.045000000000001705,0.06499999999999773,1.0
5,1,False,9,-0.09700000000000131,-0.007999999999995566,0.0
5,2,False,0,0.0,0.0,0.0
0,4,False,7,-0.06700000000000017,-0.03699999999999193,1.0
8,1,False,0,0.0,0.0,1.0
9,1,True,0,0.0,0.0,0.0
3,2,False,16,-0.04099999999999682,0.1560000000000059,0.0
8,1,True,11,0.02300000000000324,0.10800000000000409,0.0
4,2,False,0,0.0,0.0,0.0
7,4,False,20,-0.1559999999999988,-0.12999999999999545,0.0
4,2,False,9,-0.02599999999999625,-0.08899999999999864,1.0
5,1,False,17,-0.15200000000000102,0.08500000000000796,1.0
2,1,False,14,-0.10099999999999909,0.10600000000000875,0.0
4,1,False,21,-0.1629999999999967,-0.14300000000000068,0.0
10,3,False,0,0.0,0.0,0.0
3,3,True,15,0.035000000000003695,-0.15200000000000102,1.0
8,1,False,7,-0.05299999999999727,-0.0589999999999975,1.0
0,1,True,16,-0.13799999999999812,0.08500000000000796,1.0
8,3,True,13,-0.04899999999999949,-0.12299999999999045,0.0
8,2,False,7,-0.06900000000000261,-0.02599999999999625,0.0
0,6,False,4,-0.030000000000001137,0.029000000000010573,0.0
6,3,False,0,0.0,0.0,1.0
1,1,False,14,0.0,0.14200000000001012,1.0
5,1,False,5,-0.04099999999999682,0.04099999999999682,0.0
9,3,True,6,-0.0660000000000025,0.005000000000009663,0.0
5,4,True,0,0.0,0.0,0.0
8,2,False,0,0.0,0.0,1.0
7,3,False,8,-0.021999999999998465,-0.07800000000000296,1.0
9,4,False,23,-0.22999999999999687,0.016000000000005343,1.0
2,4,False,0,0.0,0.0,0.0
3,1,False,5,-0.045000000000001705,0.0379999999999967,0.0
9,1,False,10,0.0030000000000001137,0.10500000000000398,0.0
1,6,False,0,0.0,0.0,1.0
1,2,False,10,-0.046999999999997044,-0.09199999999999875,0.0
9,1,True,16,-0.1390000000000029,0.0940000000000083,1.0
8,3,False,20,-0.13300000000000267,0.15000000000000568,1.0
0,2,False,11,-0.09899999999999665,-0.0519999999999925,1.0
11,4,False,15,-0.1529999999999987,-0.03999999999999204,1.0
9,3,False,0,0.0,0.0,0.0
6,1,False,20,-0.134999999999998,0.15500000000000114,0.0
3,1,False,8,-0.06300000000000239,0.06199999999999761,1.0
10,3,False,18,-0.16899999999999693,-0.0660000000000025,0.0
4,2,True,18,-0.08800000000000097,-0.16799999999999216,0.0
11,3,False,0,0.0,0.0,0.0
6,3,True,8,-0.06799999999999784,-0.04599999999999227,1.0
5,1,False,10,-0.08800000000000097,0.06100000000000705,1.0
5,3,False,14,-0.14300000000000068,-0.02400000000000091,1.0
3,2,False,0,0.0,0.0,1.0
0,1,False,0,0.0,0.0,0.0
2,4,True,0,0.0,0.0,1.0
9,4,False,2,-0.01899999999999835,-0.006999999999990791,1.0
3,2,False,0,0.0,0.0,1.0
3,3,False,23,-0.22999999999999687,-0.036000000000001364,0.0
5,4,False,13,-0.11899999999999977,-0.06799999999999784,1.0
9,4,False,2,-0.011000000000002785,0.018000000000000682,1.0
8,2,False,21,-0.1670000000000016,0.132000000000005,0.0
6,1,False,7,-0.008000000000002672,0.07099999999999795,0.0
5,3,False,0,0.0,0.0,1.0
7,1,False,18,-0.12700000000000244,-0.12999999999999545,0.0
0,3,False,17,-0.0660000000000025,0.16100000000000136,0.0
10,3,False,20,-0.16499999999999915,0.11800000000000921,0.0
9,1,False,19,-0.017000000000003013,-0.19700000000000273,1.0
7,2,False,0,-0.006999999999997897,-0.0049999999999954525,1.0
5,3,True,12,-0.1039999999999992,0.06100000000000705,1.0
7,1,False,16,-0.036000000000001364,0.15800000000000125,0.0
6,2,True,0,0.0,0.0,1.0
7,3,False,13,-0.012999999999998124,0.13800000000000523,0.0
4,5,False,1,-0.005000000000002558,-0.012000000000000455,0.0
0,1,False,7,-0.06799999999999784,0.020000000000010232,0.0
6,4,False,0,0.0,0.0,1.0
2,1,False,7,-0.07600000000000051,0.016000000000005343,0.0
10,3,False,5,0.0,-0.0589999999999975,0.0
4,3,False,19,-0.14999999999999858,0.11700000000000443,0.0
7,2,False,4,-0.015000000000000568,-0.04599999999999227,0.0
10,1,True,0,0.0,0.0,1.0
2,1,False,12,-0.0589999999999975,-0.11499999999999488,0.0
2,5,True,15,-0.11500000000000199,0.10699999999999932,0.0
2,1,False,13,-0.07600000000000051,-0.10899999999999466,0.0
4,4,False,0,0.0,0.0,0.0
5,1,False,0,0.0,0.0,1.0
7,2,True,7,-0.04200000000000159,0.06199999999999761,0.0
1,4,True,18,-0.11999999999999744,0.14200000000001012,0.0
4,4,False,12,-0.10499999999999687,0.06100000000000705,1.0
11,3,True,0,0.0,0.0,0.0
7,4,False,18,-0.17600000000000193,0.049000000000006594,0.0
5,4,False,20,-0.1629999999999967,-0.12999999999999545,0.0
0,1,False,19,-0.12700000000000244,0.14400000000000546,0.0
9,3,False,22,-0.1599999999999966,-0.15800000000000125,0.0
3,2,True,1,-0.012999999999998124,0.01300000000000523,0.0
7,3,False,11,-0.07200000000000273,-0.0870000000000033,0.0
0,1,True,4,-0.027999999999998693,-0.0309999999999917,0.0
8,4,False,13,-0.08800000000000097,0.09900000000000375,1.0
7,2,False,16,-0.04299999999999926,-0.1559999999999917,0.0
2,1,False,13,-0.0799999999999983,-0.10799999999998988,0.0
4,4,False,8,-0.02599999999999625,0.08100000000000307,0.0
8,4,False,19,-0.17900000000000205,-0.06900000000000261,0.0
8,1,False,18,-0.06300000000000239,0.1770000000000067,1.0
10,1,False,0,0.0,0.0,0.0
8,3,False,8,-0.04899999999999949,0.06700000000000728,0.0
7,3,False,12,-0.11999999999999744,0.049000000000006594,0.0
5,2,False,5,-0.05100000000000193,0.005000000000009663,0.0
3,1,False,18,-0.1559999999999988,0.0940000000000083,0.0
2,3,False,5,-0.054999999999999716,-0.0030000000000001137,1.0
10,3,False,13,-0.07800000000000296,0.10600000000000875,0.0
8,2,False,17,-0.08899999999999864,-0.1490000000000009,0.0
3,1,False,0,0.0,0.0,1.0
0,2,False,8,-0.07900000000000063,0.016000000000005343,0.0
5,3,False,6,-0.0519999999999996,0.04000000000000625,1.0
11,3,False,17,-0.16799999999999926,-0.04099999999999682,0.0
4,1,False,13,-0.13300000000000267,0.029000000000010573,0.0
5,4,False,8,-0.05700000000000216,0.05700000000000216,1.0
11,2,False,18,-0.011000000000002785,0.1880000000000024,0.0
9,2,True,20,-0.0660000000000025,-0.1910000000000025,1.0
9,1,False,0,0.0,0.0,0.0
4,3,False,0,0.0,0.0,1.0
10,2,False,0,0.0,0.0,1.0
10,3,False,10,-0.10099999999999909,0.0020000000000095497,1.0
2,1,False,16,-0.018000000000000682,-0.16899999999999693,0.0
2,2,False,0,0.0,0.0,0.0
1,4,False,14,-0.134999999999998,0.05200000000000671,1.0
4,2,False,15,-0.06900000000000261,0.14300000000000068,1.0
3,1,False,14,-0.06099999999999994,-0.13100000000000023,0.0
7,1,False,0,0.0,0.0,1.0
7,4,False,8,-0.08899999999999864,-0.009999999999990905,0.0
6,3,False,0,0.0,0.0,1.0
7,4,True,6,-0.027000000000001023,0.05700000000000216,0.0
10,3,False,7,-0.06799999999999784,0.03100000000000591,1.0
3,4,False,20,-0.13600000000000279,-0.1490000000000009,1.0
6,4,True,7,-0.07000000000000028,0.018000000000000682,0.0
1,4,False,3,-0.030000000000001137,-0.007999999999995566,0.0
10,1,False,7,-0.045999999999999375,0.06100000000000705,1.0
5,4,False,0,0.0,0.0,1.0
0,1,False,3,-0.030999999999998806,0.02400000000000091,1.0
7,3,False,4,-0.03999999999999915,-0.013999999999995794,1.0
8,1,False,14,-0.011000000000002785,-0.14099999999999113,0.0
7,1,False,18,-0.03999999999999915,0.18200000000000216,1.0
3,1,False,7,-0.06700000000000017,-0.04200000000000159,0.0
4,2,False,0,0.0,0.0,1.0
8,1,False,22,-0.10900000000000176,0.19700000000000273,0.0
2,3,False,13,-0.1180000000000021,0.0589999999999975,0.0
4,3,False,5,-0.01899999999999835,-0.054000000000002046,1.0
3,4,False,12,-0.12400000000000233,0.023000000000010346,0.0
4,1,False,9,-0.08299999999999841,-0.0379999999999967,0.0
2,3,True,7,-0.06700000000000017,-0.042999999999992156,0.0
8,4,False,13,-0.006000000000000227,-0.13299999999999557,0.0
1,2,True,0,0.0,0.0,1.0
6,3,False,0,0.0,0.0,0.0
0,1,False,12,-0.10000000000000142,0.07500000000000284,0.0
10,3,False,0,0.0,0.0,1.0
0,1,False,0,0.0,0.0,1.0
10,4,False,19,-0.14800000000000324,-0.12199999999999989,1.0
6,2,False,12,-0.054999999999999716,0.10800000000000409,0.0
5,2,True,17,0.0,-0.17900000000000205,0.0
6,2,False,12,-0.12899999999999778,-0.001999999999995339,1.0
2,1,False,0,0.0,0.0,0.0
6,2,True,11,-0.060000000000002274,-0.10099999999999909,0.0
6,4,False,0,0.0,0.0,1.0
4,4,False,9,-0.06099999999999994,-0.07200000000000273,1.0
6,1,False,0,0.0,0.0,0.0
3,3,False,7,-0.04800000000000182,-0.0589999999999975,0.0
1,5,False,8,-0.027999999999998693,0.08400000000000318,0.0
4,1,False,13,-0.134999999999998,-0.003999999999990678,1.0
4,2,False,22,-0.13000000000000256,0.18600000000000705,0.0
8,4,False,0,0.0,0.0,0.0
5,4,False,15,-0.011000000000002785,0.15200000000000102,1.0
9,1,False,20,-0.19200000000000017,0.07900000000000773,0.0
5,3,False,14,0.008000000000002672,-0.14499999999999602,1.0
2,1,False,3,-0.02300000000000324,-0.01999999999999602,0.0
1,4,False,10,-0.045999999999999375,-0.09399999999999409,0.0
10,3,False,16,-0.09199999999999875,-0.13799999999999102,0.0
9,4,False,0,0.0,0.0,1.0
2,5,False,14,0.003999999999997783,-0.14699999999999136,1.0
7,2,False,15,-0.12299999999999756,0.08800000000000807,1.0
2,3,False,6,-0.02300000000000324,0.06400000000000716,0.0
4,2,True,14,-0.11699999999999733,-0.08899999999999864,0.0
7,2,False,19,-0.08100000000000307,0.17199999999999704,0.0
6,3,False,19,-0.19200000000000017,-0.0030000000000001137,0.0
3,1,True,15,-0.11999999999999744,0.09100000000000819,1.0
2,1,False,14,-0.14399999999999835,0.018000000000000682,0.0
5,1,False,7,-0.07500000000000284,0.0040000000000048885,0.0
2,1,True,5,-0.05299999999999727,-0.003999999999990678,0.0
0,2,False,2,-0.021000000000000796,-0.018000000000000682,0.0
0,2,False,10,0.0020000000000024443,-0.10699999999999932,1.0
6,3,False,20,-0.06900000000000261,0.18999999999999773,0.0
9,3,False,1,-0.0020000000000024443,-0.015999999999991132,0.0
9,4,True,18,-0.13700000000000045,-0.11699999999999022,0.0
4,4,False,6,-0.06099999999999994,0.010000000000005116,0.0
3,2,True,15,-0.11599999999999966,-0.10099999999999909,1.0
0,1,False,0,0.0,0.0,1.0
2,3,True,11,-0.10699999999999932,0.04600000000000648,1.0
0,1,False,7,-0.046999999999997044,-0.0519999999999925,0.0
9,1,False,18,-0.045999999999999375,0.1839999999999975,0.0
9,2,False,11,-0.08500000000000085,0.07200000000000273,1.0
8,3,True,19,-0.08400000000000318,-0.17399999999999238,1.0
10,4,True,19,-0.134999999999998,-0.1419999999999959,0.0
5,3,False,18,-0.13700000000000045,0.125,0.0
5,3,False,0,0.0,0.0,1.0
2,4,False,0,0.0,0.0,1.0
11,1,False,16,-0.14300000000000068,-0.0870000000000033,1.0
4,2,False,20,-0.01899999999999835,0.20300000000000296,0.0
5,3,True,13,-0.13100000000000023,-0.03699999999999193,1.0
1,2,True,7,-0.05299999999999727,-0.0589999999999975,0.0
4,4,False,19,-0.142000000000003,-0.13100000000000023,1.0
5,1,False,8,-0.08599999999999852,-0.006999999999990791,0.0
1,1,False,9,-0.07900000000000063,0.049000000000006594,1.0
7,4,True,0,0.0,0.0,0.0
2,4,False,5,-0.03999999999999915,-0.0379999999999967,1.0
10,1,False,0,0.0,0.0,1.0
3,2,False,0,0.0,0.0,1.0
5,1,False,14,-0.12899999999999778,0.0730000000000075,0.0
3,2,False,1,-0.0030000000000001137,-0.012999999999991019,1.0
1,1,False,14,-0.055999999999997385,0.13300000000000978,0.0
0,1,False,16,-0.02300000000000324,0.1629999999999967,1.0
10,3,True,16,-0.13400000000000034,-0.09499999999999886,1.0
5,4,False,0,0.0,0.0,1.0
8,1,False,17,-0.12199999999999989,0.13100000000000023,0.0
8,3,True,0,0.0,0.0,1.0
6,3,True,0,0.0,0.0,1.0
10,1,False,11,-0.1180000000000021,-0.007999999999995566,0.0
4,1,False,17,-0.1180000000000021,0.13400000000000034,1.0
5,4,False,15,-0.14000000000000057,-0.07099999999999795,0.0
4,1,False,18,-0.12700000000000244,0.1290000000000049,0.0
11,1,False,21,-0.11599999999999966,-0.17900000000000205,0.0
6,4,False,16,-0.10799999999999699,-0.12999999999999545,1.0
5,1,False,9,-0.01899999999999835,-0.09799999999999898,1.0
3,2,False,8,-0.07200000000000273,0.049000000000006594,0.0
10,2,True,7,-0.03300000000000125,-0.07099999999999795,1.0
11,3,True,19,-0.11899999999999977,-0.15699999999999648,0.0
4,2,True,11,-0.1180000000000021,-0.006000000000000227,0.0
7,4,False,18,-0.1700000000000017,0.06700000000000728,1.0
10,1,False,0,0.0,0.0,1.0
11,1,False,0,0.0,0.0,0.0
4,2,False,21,-0.1910000000000025,0.10200000000000387,1.0
11,3,True,7,-0.04099999999999682,-0.0589999999999975,0.0
2,2,True,14,-0.1180000000000021,-0.08499999999999375,0.0
9,1,False,0,0.0,0.0,1.0
7,2,False,14,-0.04200000000000159,-0.13599999999999568,1.0
4,5,False,13,-0.04899999999999949,0.12300000000000466,0.0
8,3,False,11,-0.10699999999999932,-0.04800000000000182,0.0
5,2,False,16,-0.006999999999997897,0.16899999999999693,0.0
9,4,True,17,-0.04899999999999949,-0.17199999999999704,0.0
